ID,חברה,מס' אתר,עיר,כתובת האתר,רשות מקומית,תחום שיפוט,X_ITM,Y_ITM,סוג אתר,תאריך היתר הקמה,תאריך היתר הפעלה,בדיקה תקופתית אחרונה,היתר קרינה,עוצמה מרבית תיאורטית בµW לסמר,תוצאה מירבית ב% ביחס לסף הבריאות,תאור נקודה בה התקבלה תוצאה מירבית,טכנולוגיית שידור
7967,פלאפון,920624,נתניה,רחוב הצורן,נתניה,נתניה,187594,688461,אתר זעיר פנימי,30/06/2015,20/12/2021,09/12/2021,יש היתר,32.8,6.547,במפלס הרצפה,דור 3 4
654,PHI (משרת את הוט ופרטנר),WE3004B,כפר ברא,אורנית,מ.מקומית כפר ברא,כפר ברא,198622,670708,תורן על הגג,04/10/2021,22/12/2021,09/12/2021,יש היתר,12.2,1.6,במפלס קרקע במרחק 80 מטר,דור  2 3 4 5
5306,סלקום,22748,בני ברק,לאומי קארד הירקון 2,בני ברק,בני ברק,183406,666926,אתר זעיר פנימי,19/04/2020,03/02/2021,10/01/2021,יש היתר,32.0,6.447,רצפה,דור 3 4
354,PHI (משרת את הוט ופרטנר),WI3571D,בני ברק,רח? הירקון 14 בני ברק,עירית בני ברק,בני ברק,183419,666902,אתר זעיר פנימי,20/04/2020,04/02/2021,10/01/2021,יש היתר,32.0,6.45,במפלס הרצפה מול אנטנת פנל במרחק 0.6 מטר,דור  3 4
5187,סלקום,2013,שיבולים,"שיבולים ליד עמ` חח""י 656R",מרחבים,שדות נגב,163315,589975,תורן קרקעי,29/11/2020,24/01/2021,10/01/2021,יש היתר,4.8,0.57,תחנת דלק,דור 2 3 4 5
499,PHI (משרת את הוט ופרטנר),WI3659A,הרצליה,משכית 2-8 מדינת יהודים 85-89  בנייני ביזנס פארק,עירית הרצליה,הרצליה,182324,674887,אתר זעיר פנימי,27/10/2015,28/02/2021,10/02/2021,יש היתר,44.5,7.27,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר ממנה.,דור  3 4
498,PHI (משרת את הוט ופרטנר),WI3658A,הוד השרון,נחליאלי 2,עירית הוד השרון,הוד השרון,189938,672259,אתר זעיר פנימי,02/07/2020,15/03/2021,10/03/2021,יש היתר,18.3,3.65,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,דור  3 4
2394,PHI (משרת את הוט ופרטנר),SR8018A,אילת,מפעל לדגים ערדג,עירית אילת,אילת,196785,385210,אתר זעיר פנימי,23/04/2014,15/03/2021,10/03/2021,יש היתר,35.3,3.7,מפלס הרצפה,דור  3
244,PHI (משרת את הוט ופרטנר),NS4472B,קציר,"קציר - ע""ח מס 123151",מ.מקומית קציר-חריש,קציר חריש,209520,709792,תורן קרקעי,03/01/2021,24/05/2021,10/05/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  2 3 4 5
6313,פלאפון,830218,קרית גת,צומת פלוגות 830,שפיר,שפיר,176748,614904,תורן קרקעי,14/03/2024,30/06/2021,10/06/2021,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4 5
1236,PHI (משרת את הוט ופרטנר),NC4364D,עתלית,נווה ים,מ.מקומית עתלית,עתלית,194419,731454,תורן קרקעי,25/02/2021,18/10/2021,10/10/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  2 3 4
4384,סלקום,1776,נווה אילן,חברת החדשות נווה אילן,מטה יהודה,מטה יהודה,208478,635086,אתר זעיר פנימי,17/09/2020,03/02/2021,11/01/2021,יש היתר,34.7,5.29,רצפה,דור 3 4
2642,PHI (משרת את הוט ופרטנר),WI0214A,פתח-תקווה,רח` הסיבים 43,עירית פתח תקווה,פתח תקווה,186680,665875,אתר זעיר פנימי,11/03/2025,04/02/2021,11/01/2021,יש היתר,12.2,1.27,במפלס הרצפה מול אנטנה פנל במרחק 1 מטר,דור  4
3163,פלאפון,132429,מודיעין מכבים רעות,שדרות דם המכבים 38,מודיעין רעות,מודיעין מכבים רעות,201384,646294,אתר זעיר פנימי,03/11/2020,18/02/2021,11/02/2021,יש היתר,12.8,2.417,מול אנטנת פנל במרחק 0.5 מטר ממנה,דור 3 4
2291,PHI (משרת את הוט ופרטנר),IN4669A,חיפה,חורב 15,עירית חיפה,חיפה,199127,743375,אתר זעיר פנימי,24/06/2020,28/02/2021,11/02/2021,יש היתר,27.4,5.39,הרצפה מול אנטנת פנל במרחק 0.7 מטר,דור  3 4
5314,סלקום,22758,קריית גת,אינטל  קריית גת,קריית גת,קרית גת,180222,611543,אתר זעיר פנימי,24/12/2020,28/04/2021,11/04/2021,יש היתר,39.9,6.642,רצפה,דור 3 4
3134,פלאפון,132003,מודיעין מכבים רעות,לצידי כביש לטרון מודיעין,מודיעין רעות,מודיעין מכבים רעות,199912,642157,תורן קרקעי,31/12/2020,31/05/2021,11/05/2021,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4
4161,פלאפון,630343,כרמיאל,באיצטדיון של כרמיאל,כרמיאל,כרמיאל,228774,757301,תורן קרקעי,04/05/2022,09/01/2023,11/08/2021,יש היתר,3.0,0.6,במבנה כ-50 מטר דרומה,דור 3 4 5
6164,פלאפון,220370,מודיעין מכבים רעות,הגנן 44,מודיעין רעות,מודיעין מכבים רעות,196778,643814,אתר זעיר פנימי,15/07/2021,27/10/2021,11/10/2021,יש היתר,6.1,1.02,מול אנטנת פנל במרחק 0.5 מטר ממנה,דור 3 4
2837,PHI (משרת את הוט ופרטנר),NS1705A,חדרה,גבעת אולגה-עין הים,עירית חדרה,חדרה,189889,703758,תורן קרקעי,13/06/2021,29/11/2021,11/11/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,דור  2 3 4 5
102,PHI (משרת את הוט ופרטנר),TS0416B,להבים,ליד תחנת הדלק,מ.מקומית להבים,בני שמעון,181271,587024,תורן קרקעי,15/07/2021,29/11/2021,11/11/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  2 3 4 5
242,PHI (משרת את הוט ופרטנר),NS4458C,מעגן מיכאל,מעגן מיכאל דרום צמוד לכביש 2,מ.א חוף הכרמל,חוף הכרמל,192449,716839,תורן קרקעי,25/08/2021,29/11/2021,11/11/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,דור  3 4 5
6233,פלאפון,420185,חיפה,דרך יפו 157,חיפה,חיפה,198862,748139,אתר זעיר פנימי,23/03/2020,28/04/2021,12/04/2021,יש היתר,4.4,1,מול אנטנות אומניות כ- 0.5 מטר מהאנטנה,דור 3 4
6679,פלאפון,711332,שובל,קיבוץ שובל,בני שמעון,בני שמעון,174967,590321,תורן קרקעי,21/01/2021,31/05/2021,12/05/2021,יש היתר,2.8,0.643,במבנה חד קומתי   קרקע במרחק 75 מטר ובכיוון °80.,דור 3 4 5
2185,PHI (משרת את הוט ופרטנר),NN4040C,יבנאל,ליד התחנה המטרולוגית,מ.מקומית יבנאל,יבנאל,248170,733765,תורן קרקעי,11/02/2020,04/08/2021,12/07/2021,יש היתר,.2,0.03,בתחנה מטרולוגית במרחק 61 מטר,דור  2 3 4
2328,PHI (משרת את הוט ופרטנר),IN4954C,חיפה,אנדרי סחרוב,עירית חיפה,חיפה,196316,744327,אתר זעיר פנימי,11/01/2021,14/07/2021,12/07/2021,יש היתר,.9,0.1,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,דור  4
1637,PHI (משרת את הוט ופרטנר),NE4304H,קרית טבעון,קרית טבעון,מ.מקומית  קרית טבעון,קרית טבעון,214375,737339,תורן קרקעי,19/11/2020,25/08/2021,12/08/2021,יש היתר,8.6,1.29,בבית ספר במרחק 211.4 מטר,דור  2 3 4
1449,PHI (משרת את הוט ופרטנר),NE0882A,רמת ישי,בית עלמין בית שערים,מ.מקומית רמת ישי,עמק יזרעאל,216061,733659,תורן קרקעי,30/11/2020,25/08/2021,12/08/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  2 3 4
4726,סלקום,304,שרונה,כביש 767,הגליל התחתון,הגליל התחתון,242967,735949,תורן קרקעי,30/05/2021,06/12/2021,12/09/2021,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 2 3 4
5355,פלאפון,215467,ירושלים,כנפי נשרים 66,ירושלים,ירושלים,217320,632781,אתר זעיר פנימי,27/07/2017,11/10/2021,12/09/2021,יש היתר,19.7,3.943,מול אנטנת פנל במרחק 0.5 מטר ממנה.,דור 3 4
4738,סלקום,330,כפר תבור,אתר פסולת,כפר תבור,כפר תבור,238355,730788,תורן קרקעי,01/06/2021,19/09/2021,12/09/2021,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 2 3 4
5117,סלקום,356,אלקוש,בריכת מים,מעלה יוסף,מעלה יוסף,231120,771476,תורן קרקעי,29/06/2021,19/09/2021,12/09/2021,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 2 3 4
1750,PHI (משרת את הוט ופרטנר),EI2138C,ירושלים,גבעת שאול רח` נחום חפצדי,עירית ירושלים,ירושלים,217267,633149,אתר זעיר פנימי,15/07/2021,08/02/2022,01/02/2022,יש היתר,23.5,4.53,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,דור  3 4
8211,פלאפון,340012,גבעתיים,דרך יצחק רבין 31,גבעתיים,גבעתיים,181551,663827,אתר זעיר פנימי,28/07/2015,14/03/2022,01/03/2022,יש היתר,44.0,4.8,מול האנטנות פנל בגובה כ- 2.5 מטר מעל קרקע כ- 0.5 מטר מהאנטנה,דור 3 4
1044,PHI (משרת את הוט ופרטנר),SO5014H,חצור-אשדוד,צפונית לחצור תורן מירס,מ.א באר טוביה,חצור אשדוד,173855,632075,תורן קרקעי,01/11/2016,17/03/2022,01/03/2022,יש היתר,8.5,1.52,רמה זו צפויה במפלס קרקע במרחק 90 מטר,דור  2 3 4
4786,סלקום,1895,בית אריה,בריכת מים עופרים,מטה בנימין,מטה בנימין,205850,657953,תורן קרקעי,22/01/2019,26/04/2021,01/03/2022,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 2 3 4
6560,פלאפון,314002,תל אביב,שלמה בן יוסף 13,תל אביב יפו,תל אביב יפו,181116,670156,אתר זעיר פנימי,18/11/2012,12/05/2022,01/05/2022,יש היתר,4.8,0.804,מול אנטנה כלל כיוונית במרחק 0.5 מטר ממנה,דור 3
4480,סלקום,22237,נטף,"מנהרות הרכבת ירושלים ת""א מצפון לשער הגיא",מטה יהודה,מטה יהודה,203283,637414,אתר זעיר פנימי,04/05/2022,04/07/2022,01/06/2022,יש היתר,4.7,0.52,שוב 1 מסדרון מפלס הרצפה,דור 3 4
6485,סלקום,7183,תל אביב -יפו,רח` וייצמן 4,תל אביב -יפו,תל אביב יפו,180215,665065,אתר זעיר פנימי,26/08/2021,09/08/2022,01/06/2022,יש היתר,19.6,3.907,רצפה,דור 3 4
339,PHI (משרת את הוט ופרטנר),WI3446A,תל אביב,וייצמן 2,עירית תל אביב,תל אביב יפו,180242,665051,אתר זעיר פנימי,16/03/2017,20/06/2022,01/06/2022,יש היתר,32.3,6.21,אנטנה כלל כיוונית במרחק 0.7 מטר,דור  3 4
1752,PHI (משרת את הוט ופרטנר),EI2151C,ירושלים,שער הגיא,עירית ירושלים,מטה בנימין,200983,638856,אתר זעיר פנימי,03/05/2022,26/06/2022,01/06/2022,יש היתר,2.8,0.33,במרחק 1 מטר ממנה. XBDS-697-200-9-LP מערב/ מזרח מפלס הרצפה מול,דור  3 4
1781,PHI (משרת את הוט ופרטנר),EI2291D,ירושלים,שער הגיא,עירית ירושלים,מטה יהודה,203601,637293,אתר זעיר פנימי,03/05/2022,26/06/2022,01/06/2022,יש היתר,26.7,2.74,מפלס הרצפה מול אנטנת אומני במרחק 0.5 מטר ממנה,דור  3 4
1788,PHI (משרת את הוט ופרטנר),EI2333C,ירושלים,שער הגיא,עירית ירושלים,מטה יהודה,202939,637525,אתר זעיר פנימי,03/05/2022,26/06/2022,01/06/2022,יש היתר,4.7,0.52,במרחק 1 מטר ממנה. XBDS-697-200-9-LP בשוב 1 מסדרון מפלס הרצפה מול,דור  3 4
1775,PHI (משרת את הוט ופרטנר),EI2281B,ירושלים,שער הגיא,עירית ירושלים,מטה יהודה,206282,636640,אתר זעיר פנימי,10/05/2022,26/06/2022,01/06/2022,יש היתר,2.4,0.24,במרחק 0.5 B-DS_17400014 -  במנהרה מקשרת מפלס הרצפה מול אנטנת אומני,דור  3 4
7411,פלאפון,530519,תל אביב,רח` וייצמן 4,תל אביב יפו,תל אביב יפו,180315,665087,אתר זעיר פנימי,26/08/2021,30/06/2022,01/06/2022,יש היתר,19.6,3.907,רמה זו צפויה במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר ממנה.,דור 3
6236,פלאפון,420195,חיפה,א.ת מתמ,חיפה,חיפה,196523,744005,אתר זעיר פנימי,06/12/2021,10/08/2022,01/08/2022,יש היתר,2.3,0.487,במפלס הרצפה,דור 3
3102,סלקום,21750,בני ברק,דרך ששת הימים 30,בני ברק,בני ברק,183953,667291,אתר זעיר פנימי,16/01/2017,10/08/2022,01/08/2022,יש היתר,19.0,3.795,רצפה,דור 3 4
723,PHI (משרת את הוט ופרטנר),WI6333B,בני ברק,ששת הימים  מבצע קדש,עירית בני ברק,בני ברק,183916,667303,אתר זעיר פנימי,19/01/2017,10/08/2022,01/08/2022,יש היתר,19.0,3.8,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,דור  3 4
149,PHI (משרת את הוט ופרטנר),WI0838A,תל אביב,הברזל 10,עירית תל אביב,תל אביב יפו,184772,668241,אתר זעיר פנימי,30/12/2021,10/08/2022,01/08/2022,יש היתר,17.2,3.3,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,דור  3 4
7763,פלאפון,120019,קדומים,א.ת. בראון ליד קדומים,קדומים,שטח ללא שיפוט,216009,684149,תורן קרקעי,21/03/2022,17/08/2022,01/08/2022,יש היתר,.3,0.05,בתוך מפעל,דור 3 4 5
1523,PHI (משרת את הוט ופרטנר),SO5279A,רהט,רהט על תורן פלאפון,עירית רהט,בני שמעון,174073,587596,תורן קרקעי,08/11/2017,23/08/2022,01/08/2022,יש היתר,.0,0,אין איזור מאוכלס ברציפות,דור  2 3 4
1495,PHI (משרת את הוט ופרטנר),SO5229A,באר שבע,"צמדה - כביש ב""ש חצרים",עירית באר שבע,באר שבע,176953,572324,תורן קרקעי,28/11/2012,23/08/2022,01/08/2022,יש היתר,.1,0.02,מבנה,דור  2 3 4
2474,PHI (משרת את הוט ופרטנר),IN6405C,נתניה,הרצל 60,עירית נתניה,נתניה,187202,692557,אתר זעיר פנימי,30/06/2022,19/09/2022,01/09/2022,יש היתר,23.4,4.69,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,דור  3 4
6159,פלאפון,220291,מודיעין מכבים רעות,שד` המלאכה 121,מודיעין רעות,מודיעין מכבים רעות,196651,644030,אתר זעיר פנימי,22/02/2018,20/12/2022,01/12/2022,יש היתר,41.4,5.893,מול אנטנת פנל במרחק 0.5 מטר ממנה,דור 3
4037,סלקום,22116,מודיעין-מכבים-רעות,רחוב המעיין 35  מודיעין,מודיעין-מכבים-רעות,מודיעין מכבים רעות,196794,647166,אתר זעיר פנימי,20/01/2022,29/03/2023,01/12/2022,יש היתר,7.8,0.842,רצפה,דור 3 4
3690,פלאפון,620382,עין גב,על תורן משותף כ- 100 מטר מסככת אסבסט,עין-גב,עמק הירדן,260383,741441,תורן קרקעי,21/04/2025,14/02/2022,02/02/2022,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4
4188,פלאפון,630658,כרמיאל,כביש 89 כ- 1 לפני צומת כרמיאל,כרמיאל,כרמיאל,226870,758556,תורן קרקעי,17/12/2023,17/02/2022,02/02/2022,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4
6273,פלאפון,660707,בית שאן,ליד ברכות הדגים,בית שאן,בקעת בית שאן,246266,710190,תורן קרקעי,22/07/2025,22/02/2022,02/02/2022,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4 5
